ngram,count
panic-striking,1
it—would,1
Whatever,2
grass,15
Says,2
hallowed,1
fisheries—a,1
behooves,3
mammis,1
bristles”,1
To,62
curls,1
exegetists,1
moustache,2
emprise,1
whale-ships’,1
log-books,1
Io,1
transfer,2
harpooneer’s,4
bonnet,1
pecks,2
Further,2
seaport,3
behead,1
intrepid,4
revels,1
trap-hatch,1
smites,1
always,80
freebooters,1
bidding.”,1
half-way,2
inverted,5
extravaganzas,1
breed,3
Obed,2
dissociated,1
deer,2
“Advance,1
chip,5
avoid,6
cosmopolite,1
favourites,1
periods,3
sordidness,1
carking,1
void,1
Europe.”,1
pertaining,5
tasks,1
Hist,2
feline,1
MALTESE,2
irrespective,2
arrangement,3
fumbled,1
be—what,1
retaken,1
lit,4
sir—to,1
contest,2
detected,1
wrinkling,1
agreed,4
buckling,1
shark-white,1
lurking,7
freckles,1
horses,8
wings,7
Saul,1
Ceylon,1
Passion,2
outlet,1
appellations,1
glasses,7
vouchers,1
Coleridge’s,1
mystifying,1
Boston,2
garden,5
Um,2
hen’s,1
apprehensions,2
drilled,1
clove,1
expression—all,1
paint,5
shipped,10
that.”,3
deliverer,1
replenishes,1
minutes”,1
guiltiness,1
squeezing,4
things—oak,1
unexampled,1
cheese-shaped,1
communities,1
madden,1
irresistibleness,1
usages,4
“Horse-shoe,1
rock,13
fair,31
oasis,1
sparkling,9
Herod’s,1
pell-mell,2
Secondly,3
beholdest,1
abasement,1
rain,5
subservient,1
Americans,6
morbid,1
edict,1
“‘Nay,3
*Quoin,1
—Ahab,5
reappearance,2
Davenant,1
Redistributing,1
trademark/copyright,1
perceived,14
quarrel,1
repartees,1
Tumbled,1
unappeasedly,1
Remember,2
Lapland,1
shored,1
me—but,1
congenialities,1
ship-biscuit,1
tortoise,1
tambourine—that,1
right-down,1
unrecking,1
disobedience,2
cheerful,4
dames,2
hove,2
boarding,2
door-plate,1
mermaid,1
main-top-sail,4
heave-to,2
“broken,1
hummingly,1
barnacled,3
useful,5
ship-keepers,2
stowing,1
soul’s,3
corporeal,4
Wondrous,1
Strong,2
Killed,1
soon.”,1
See,16
anointing,2
Catholic,2
Panting,1
reiterating,1
tilt,1
power,36
request,4
tar,7
punish,1
semicircular,3
responsibilities,1
lowering,16
Measurement,2
—Ho,1
handfuls,4
tiger-yellow,4
sky,30
dearest,1
Fain,1
slily,2
wreath,1
stun-sails,2
breakfast,11
4,5
“Shark,1
finical,1
bleached,3
be.”,2
feather,3
unthought,1
magnets,2
abstract,1
whereon,4
crush,4
lint,1
Detached,1
plaited,4
prow,21
Certain,1
richer,2
uncle,2
Breakfast,2
bountifully,1
feud,1
Woe,6
irreverence,1
venture,5
“BLOODY,1
pattern,1
two-stranded,1
unrestingly,3
enlarge,2
ditchers,1
Flat,1
smart,2
admirers,1
3,10
all—the,1
dazed,1
electricity,1
paid_,1
Halloa,6
patrolling,1
centre,22
spotlessness,1
prophets,3
developing,1
existing,2
income,2
Simeon,1
jobs,2
groan,1
protrusion,1
Phidias’s,1
auger-hole,1
material,7
gait,2
hartshorn,2
swing,5
charter,1
stumble,2
outdated,1
pennoned,1
belief,4
packs,1
shovels,1
overawing,1
Nippers,1
Gesner,1
half-horrible,1
railways,1
gladly,4
Foundation.”,1
moot,2
boat,240
desires,4
aspersion,1
rivals’,1
clamorous,1
could’st,1
bigness,3
proudly,3
Get,1
Commons,1
microscopic,2
nail-filers,1
rulers,1
hurriedly,2
“‘Shut,1
Aries,2
athirst,3
stuck,9
upon,541
parti-coloured,1
wretched,7
fishers,2
defied,1
Rig,2
arose,3
—shiver,1
clumped,1
sufficiently,9
genial,4
side-line,1
listener,1
Radney’s,1
“Where-away,1
motley,1
hurtling,2
lightning-like,2
steward—after,1
fan—and,1
Argo-Navis,1
boatmen,1
assumption,1
waking,6
Hoods,1
web,3
scalding,4
causes,3
treacheries,1
revelations,2
odorless,1
insure,4
archiepiscopacy,1
pack,4
cooked,6
rammed,2
Wellington,1
cavalier,1
ceremonies,1
vices,3
message-carrying,1
precipitancy,2
_Right,2
Yarman.”,1
—Mr,1
Remark,1
clear,38
stolidly,1
methinks,4
royalty,4
reality,6
consult,1
pitchpoling,5
express,8
Flask’s,8
—Hark,1
offing,4
Stiggs,2
magnetically,1
Jonathan,1
lancers,1
storm-tossed,2
august,3
counter,2
Gall,2
Neskyeuna,2
allowed,6
transfixedly,1
ground—so,1
would,417
flood,10
period,18
belongs,8
unskilful,1
ticklish,3
head-board,1
curve,1
Aboard,2
stages,4
button-like,1
unsettled,1
rudimental,2
bulge,1
peer,1
fancy,26
wrinkled,14
permitting,2
Java,7
higgledy-piggledy,1
toiled,5
quick,29
downwards—and,1
tranced,3
jingle,1
lighting,3
is—_i.e._,1
comparing,2
years’,10
side—about,1
computed,1
unreasoning,3
jacket.”,1
Coffins,2
uplifted,10
Sylla,1
enemies,2
fluke,2
_Algerine,1
comfortably,3
—_Rabelais_,1
Annawon,1
securing,7
dreamt,1
Newcastle,1
waistcoat,2
beam,2
cowhide,1
Consumptive,1
cliffs,4
recurring,2
Cabaco’s,1
cheered,1
vain,28
flukes,35
strewn,2
wink,1
poniards,1
madly,4
“Steelkilt,4
Gently,1
sawed,1
eBooks,7
nomine,2
socket,7
mansion,2
tauntings,1
Rising,2
fifty,33
pictorial,1
19,2
triangles,1
—_Captain,1
head.”,3
Morning,2
glass,15
perry,2
hair-powders,1
half-apprehensions,1
hail—“How,1
stream,10
five,37
woeful,2
keeled,3
dreamed,3
impressive,2
sunny,5
wampum,1
scaramouch,2
Pity,1
Jig,1
meditativeness,1
lines,31
tusks,4
bags,1
composing—at,1
debtor,1
extension,1
seeks,6
Ray,1
dimensions,4
Gabriel’s,1
“Clam,1
commended,1
inexplicable,7
butts,5
to-morrow,8
“Captain,12
Libra,2
shone,3
twiske-tee,1
peril,12
“Ere,1
illimitable,1
back.”,1
Cuvier,7
tester,2
serpentine,1
eely,1
loggerhead,6
construction,1
hallo,1
hearse-driver,1
sheds,1
hawk’s,1
not,1174
ye—a,1
sufferings.”,1
_ye_,1
types,1
ever-ready,1
heathens,1
bestow,1
raising,4
enlist,2
marlingspike—“that,1
“Mad,1
Jenny,3
resemble,2
Acushnet,1
Dampier’s,1
dodge,2
rehearsing—singing,1
considered,14
rabble,1
breathless,2
whale—modifying,1
innocency,1
1.E,2
suggestions,2
girls,8
slumbering,3
“Though,2
“Excellent,1
railing,1
reckon,1
sloping,3
snugness,3
Constable,2
life-buoy-coffin,1
climbing,2
51,2
suggestively,1
“‘Then,2
underwriter,1
Dragon,1
slope,2
Carefully,1
Whenever,1
things—the,1
loving,7
“Therefore,1
meat,10
Blocksburg,1
weaves,1
cosmetic,2
set,81
affords,2
Baron,3
pauses,2
evade,2
thick-lipped,1
a-going,1
respecting,2
1776,1
ajar,1
daft,3
disclosures,2
refused,4
dismay,5
intangible,1
rear,22
halt,1
Would,10
reverberations,1
Must,1
eternam”,1
Sub-Subs,1
English—knowing,1
him—bolt,1
deck-table,1
gunwales,8
ribbed,6
tomahawk,15
ligature,1
//gutenberg.org/license,1
surly,1
Cook,6
Platonists,1
clan,1
Convulsively,1
peels,2
keel,24
sick,9
harvest,3
Gulf,2
hugeness,1
intersecting,1
sailors’,4
bunting,1
mow,1
Archy.”,1
unforseen,1
iron,74
trailing,3
pictures,13
pomp,1
invocation,1
hamlets,1
godly-looking,1
freight,1
advances,5
destroyed,10
hint,22
clanging,1
stature,2
diabolism,2
quiet,12
wit,2
40,3
witch,1
unlikely,1
Up-spouted,1
flapped,1
pure-watered,1
scrambled,1
circles,13
way—he,1
sentry-box,2
nonproprietary,1
Faerie,1
lege,1
moonlit,1
degree,26
inclement,2
unsheathes,1
quote,1
glorying,1
males,3
mosses,3
pulpit,14
toils,1
mere,41
firmly,12
ruin,5
monster,39
postponing,1
least—nothing,1
34,2
“Starboard,1
man—not,1
dismembered,1
surf-beaten,1
extract,1
studying,4
log—_shoals,1
we’ve,1
pitted,1
stacks,2
resolutely,2
overrunningly,1
suspicion,4
scruples,1
freedom,2
me—I’m,1
yawingly,1
Rose-bud,2
both,118
yarns—is,1
neck,16
“struck,1
furniture,5
quivered,1
malicious,9
right—I,1
affecting,1
Nevertheless,26
hemp—yet,1
—through,1
pleated,4
exhibit,1
intricacy,1
press,2
predecessors,1
nigh,42
perfumery,1
untidy,1
earnestly,7
immaterial,1
obtain,6
Rousseau,1
bitingly,1
Czar,5
Tyerman,1
twin,3
heading,9
crew,131
Line,14
men-of-war,1
boasting,1
cylindrically,1
our,201
fits—that’s,1
understandings,1
so-called,3
common-sense,1
repels,1
outrageous,3
locations,2
deformed,3
_Bouton_,1
Gulfweed,1
arm—unlock,1
“fritters”,1
knights,1
lustrous,1
ushered,2
uttering,2
Cinque,3
flushed,1
harm,6
Lying,1
BREACH,2
course,39
carelessly,3
place—p,1
humor,7
define,2
me.—Where’s,1
hearses,4
then.—Halloa,1
Whale-ships,1
opinions,2
staying,1
solus,1
Scotch-cap,1
exceeding,12
defiance,4
plentiful,1
philosophy,4
Asia,5
“Wish,1
summoned,4
extremely,3
remains,24
bigger,2
untouched,3
plates,7
ships,76
sides,27
doubtless,12
on,1014
inclination,1
prating,1
sisterly,1
“Harry,1
nooks,3
whalemen’s,3
biscuit,8
portrait,4
Muezzin,1
‘Look,1
animal”,1
work_,1
now—a,1
inducements,2
him—“Stand,1
’dention,1
‘Lively,1
108,2
bargain,1
trudging,1
Sunset,2
One,26
Teneriffe,2
Ahab.”,2
abandoned,7
Descartian,1
Lank,1
fabricated,1
_December_,1
Angels,1
Rome’s,1
famous,37
‘There,1
gold,35
Shark,3
Whales,30
Burkes,1
sixth,1
mistaken,7
wedded—a,1
Tuileries,3
increase,2
livelong,2
cradle,1
trump—blister,1
mazes,2
Inasmuch,1
faculties,1
dies,6
—_Sibbald’s,1
indistinctness,1
polish,1
way,254
rebounds,2
“Born,1
groups,1
pull,32
tropics,3
imprecations,1
trustworthy,2
designated,5
unpleasant,3
it,2093
—complimentary,1
pale,17
crosswise,4
Deer,2
London,13
“Either,1
Whale,245
homeless,1
mid-day,4
brushing,2
noticing,1
joy.”,1
considerably,9
Started,1
celebrate,2
macassar,1
mouth,57
slouched,7
expect,4
1836,2
_here_,2
swarthy,1
Flask—you,1
integrity,1
Sea-coal,1
stowage,1
fate,11
spiralized,1
—Didn’t,1
screw-drivers,1
anchor,18
remind,1
authority,8
convertible,1
circumspect,1
sticking,4
incomputable,1
emetic,1
Cruising,1
notwithstanding,6
pig-lead,2
bag.”,1
Doesn’t,1
long.”,2
Birmah,1
screw-driver,1
Foundation”,1
backs,10
beaching,1
sky-born,1
history,15
fable-mongering,1
inequality,1
“approximate,1
PURPOSE,1
total,2
eastward,5
’Tis,5
moidores,1
Astronomy,1
“here’s,1
sledge,2
“blinds,1
Power,1
presentiments,1
yoking,1
complexioned,1
Ain’t,2
contortions,2
Brandreth’s,1
stowaways,1
//www.pglaf.org,1
reason—a,1
cast,30
Street,4
fragrance,1
drat,1
promissory,1
Richard,1
wrong,8
barriers,1
specifically,1
Hearing,3
whom,44
piggin,1
swelling,3
intensest,1
ay,1
production,2
Yankees,3
more_,1
porpoise,5
planting,4
possesses,2
astronomical,1
—How,1
ourselves,15
hotels,1
“Well,16
epitaphs,1
couriers,1
“Lookee,1
Mote,1
reach,14
Answer,2
book,35
salamander,1
muskets,4
incessant,5
serious.’,1
handle-ends,1
twenty,24
manliness,1
fidelities,1
great,291
simple,10
aught,10
sundry,3
alpacas,1
impenitent,2
imaginary,2
defy,3
Campagna,1
senses,2
thumbs,1
hundred,50
skirts,4
beds,2
delusion,2
Aloft,4
whistling,2
prevail,3
Throwing,1
meanest,4
knows—and,1
helmsman’s,1
Hosea,4
embrace,3
therein.”,1
*In,1
breezelessness,1
amputating,1
waving,5
demeanor,1
opposite,17
—_Holland’s,2
betakes,1
way—head,1
started,25
man—what,1
intelligence,7
returne,1
‘there’s,1
horseback,1
AGREE,2
bats,1
goberned,1
partners,1
trooped,1
_Sulky,1
narrower,1
plain,36
may—the,1
funny.”,1
PACIFIC,1
stretched,9
merry,6
Har—yes,1
treasuries,1
job—coming,1
Iceland,2
admonitions,1
Spouter,1
boat-header,2
dong,3
purr,1
red,32
herons,1
prior,7
some,576
athwartships,1
Quito,2
unexempt,1
adhesiveness,1
deprecating,1
swoop,1
l.,1
marvellously,1
Turkish,5
mum,1
Electors,1
if—”,1
fatness,1
swiftest,1
Romish,3
ultimate,7
landlady,6
Bay,4
mountains,8
holder,7
entreat,2
blubber,26
letter,10
_Gam,1
overruling,1
say’st,2
Bremen,2
129,2
gateways,1
probationary,1
adorning,1
shipkeepers—that,1
Lost,1
apprise,1
bandied,1
fetid,1
hurry—don’t,1
Duck,1
fascinated,2
acerbities,1
effects—these,1
equatorial,5
sheep’s,1
bison,3
Entreaties,1
countless,5
vacancy,3
surrounded,8
south—wherever,1
demanded,11
muscle,2
succession—“Do,1
swimming,29
wights,1
lacings,1
nuptial,1
divine,6
reap,1
whetstone,2
futures,1
wrapper,1
hid,1
seekest,1
tumbled,5
Vitus’,1
afford,9
sogger,1
1_st_,1
overboard—tell,1
masts—cut,1
discover,8
Farewell,2
smells,11
supremacy,3
abatement,1
wantest,3
Niagara,1
Job’s,1
interpreter’s,1
_do_,7
thing,182
betokening,1
before—and,1
—_Report,1
foible,1
Annus,1
arc,2
87,2
venerable,10
Islanders,4
wail,2
quadrupeds,1
stored,1
Oregon,2
legally,1
Sammy,1
_No,2
unspeakable,9
Cæsar,2
sized,6
chargers,1
pedestal,1
speed,12
Paean,1
plank,16
side-fins,4
REPLACEMENT,1
honesty,1
curses,4
maty,2
lamp—all,1
compared,9
People’s,1
shadowed,2
Rio,2
vanish,1
judgmatically,1
flip,6
dares,1
hereabouts,6
drawn,22
Seat,1
original—the,1
aloft—Gods,1
mad,33
architects,2
scorching,4
conceive,2
_ile_,1
—right,1
whale-hunter,4
pallet,1
blandness,1
capstans,1
snows,1
impressions,10
rates,1
poorly,1
_Spanish_,1
capitals,2
main-royal,1
maples—long,1
Right,51
everythings,1
rejoice,2
drained,1
gaining,9
Was,10
mittened,1
urged,3
Plate,1
drabbest,1
Civitas,1
Lionel,3
Blue,2
Faith,2
brows,2
above-mentioned,1
forbids,1
candelabra,1
“Rather,1
tiger,6
links,9
middling,1
116,2
systematized,1
across,31
Belubed,1
Merry-mad,1
opium-like,1
nurseries,1
—“Up,1
habituation,1
powdered,1
cries—and,1
zig-zag,1
process,5
untimely,2
artist’s,1
1668,1
unwritten,2
determining,1
gluepots,1
colorless,1
more’s,1
legendary,3
interposed,2
groove,1
b,1
frighten,2
cruellest,2
“Faith,2
ache,2
Australian,1
is.”,1
hugely,1
suppose.”,1
interferes,1
icily,1
Try-works,1
receding,2
excitements,1
heaven-insulting,1
allegorical,1
flea,1
chastisements,1
gone—not,1
Ye,6
injury,2
hydrophobia,1
Thou,24
Turning,1
D’ye,6
worshipped,2
affect,4
Coffin.”,1
marks,15
—they,1
again—under,1
a,4551
prophesied,1
brewery-men,1
Expeditions,1
antidote,1
descent,3
Willoughby,1
Instances,1
wolfish,2
Shifting,1
spirally,1
sporty,3
elsewhere,11
cheers,4
Revival,1
decanters,2
sun-down,1
Charley,3
invariably,11
thrilled,1
cap_,1
glorious,4
thee,125
respiration,2
Narwhale,5
chafed,1
calendar,3
corn-field,1
dismember,1
Pollard,3
ever-contracting,3
curdling,1
11,2
Pagan,7
filed,3
recovered,3
ACTUAL,1
—_Isaiah_,1
high-lifted,2
Jeroboam’s,5
rising.”,1
marlinspikes,1
cost,4
dey,6
buffalo,5
capping,1
servile,1
slatternly,1
toadstools,1
brimstone—devils,1
hailed—“Ahoy,1
ripening,1
important,20
warmer,1
aptitude,1
ottomans,1
deceived,2
it’ll,2
fluid,8
reflections,4
thinks,16
tide-rip,1
explanatory,1
expressed,5
formidable,2
immutable,1
lies.’,1
Vendome,1
necessities,3
Mab,2
sooner,13
Capricornus,1
exhibition,2
undiscoverable,1
plumb,1
flying-fish,3
habituated,1
ring-bolts,2
fry,3
death-gasp,1
begun,4
Paddles,1
not—go,1
critically,2
Rhenish,1
frosted,2
speaker,1
_has_,1
cheerily,4
eddies,3
zone,5
aloof,1
Cetology,7
employee,1
Archy’s,1
ocean’s,5
encasing,1
respectfully,4
mealy,1
“Hands,2
peeled,4
density,2
”—then,1
rousing,1
Wapping,2
Baden-Baden,1
furthermore,3
pointing,14
sea-pastures,1
polishing,1
long-skirted,1
Green,4
absent-minded,4
mainly,2
_August_,1
induced,4
Making,1
awful,18
unwearied,2
Ferdinando,1
ensigns,2
‘Thunder,1
tatters,2
immemorial,6
appearing,3
States-General,1
”—,2
counties,1
well-saved,1
strolled,1
granite,2
coal-black,1
method,4
duly,6
maned,1
laughing-eyed,1
90,4
Imperial,1
yaw,2
Cabin,4
lounging,5
periodical,4
keeping,14
oak,4
rioting,1
“Attend,1
Albicore,1
relatives,1
heart—hist,1
spade-man,2
closed,10
data,1
used,51
sog,1
blinding,5
detract,1
Grace,3
God,101
basis,3
middle-aged,1
“Dar’st,1
cardinals,1
reader,5
rayther,1
sorrows,1
Town-Ho’s,5
favourable,1
twin-tubs,1
fared,1
Sydney,1
glass—the,1
civil,2
stacked,2
unfinished,1
box-line,1
clearer,1
pantry,3
withdraws,1
crawling,6
spicy,1
feared,2
pocket,10
reminded,4
_somewhere_,1
deputation,1
young-armed,1
newlanded,1
buckets,4
equalled,2
slime,2
hogsheads,1
expansive,2
destination,2
warranted,1
tackles,15
seethed,1
grimness,2
pan,1
prisoner,2
lengthwise,12
—“Cook,1
capsize,1
refuge’s,1
cubic,2
night-man,1
high-hoisted,1
clinging,8
bidding,6
robbers,1
demi-gods,1
unwonted,5
48,2
baser,1
States._,1
douse,1
miss,1
draughts—long,1
slacked,2
count,2
approach,5
washing,2
Broad-nosed,1
thread,2
time—but,1
breathest,1
unimaginative,1
shavings,7
Hollanders,1
Porpoise_,3
rascal,5
Spencer’s,1
azure,6
steward,14
drums,1
penning,1
suns,3
numbness,1
superstitiousness,2
staves,3
thing.”,2
noisy,2
peals,1
competency,1
skewers,1
precedents,1
Dusk,2
sixty,14
VIIIth’s,1
crow’s-nest_,1
allusions,7
lockers,2
Ahaz-dial,1
Funeral,2
around,37
sole,9
—yes,1
wrist,6
“Duck,1
“When,2
weighty,3
chorus,4
hustings,1
apportioned,1
migrating,1
1825,2
brides,1
apparelled,2
awls,1
jolly,19
shadows,14
gayer,1
bladders,1
battle-pieces,1
solicitudes,1
rind,2
jack-knives,2
digger,1
be—it,1
barely,2
struck,44
extorting,1
missent,1
Regent,1
matured,1
“While,2
inquiries,1
berth.”,1
rigger,3
velocity,9
wondrousness,1
labelled,1
displaced,1
finds,9
boy.—Middle,1
cheating,2
Christians,6
yelled,6
rifle-shot,1
waiting,3
haunting,1
lads—such,1
“The,59
kingly,1
sobbing,2
piercing,4
undiscriminating,1
24,2
“Didn’t,4
Unhinge,1
tea,4
span,1
flourished,3
torrid,2
uncommon,16
perches,3
soldadoes,1
magniloquent,1
sail,77
adhering,4
crave,1
transform,1
fly,14
resides,3
a’lee,1
hobbling,2
whaling-scenes,1
hearty,8
fitly,2
impresses,1
cherish,9
polished,7
chase,56
merchant—”,1
penetrating,1
they’ve,1
hinge,2
hardest,1
blessed,11
phantoms,8
tempted,2
1726,1
sermon,3
Fin-Back,4
hollows,3
Glancing,2
female,3
Southerner,1
tropical,4
projecting,9
sect,2
fossil,1
Vacantly,1
railway,1
“Gabriel,1
“Peace,1
registered,2
insulting,1
labored,1
cloves,1
schoolboys,2
consulted,1
evenly,2
ubiquity,1
viciously,2
criticism,1
anticipatingly,2
lids,2
rending,1
push,5
rules,5
disorderly,1
nosegay,2
chattering,1
alongside,25
serve,6
soused,1
